author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Аеон-Девелопмент;developer;https://www.cian.ru/sale/flat/274260488/;Москва;sale;flat;-1;-1;-1;202.0;111141;22450632;Дорогомилово;Кутузовский проезд;Фили;River Park Towers Кутузовский
Тауэрс;developer;https://www.cian.ru/sale/flat/286264250/;Москва;sale;flat;41;66;1;51.2;854000;43724800;Пресненский;1-й Красногвардейский проезд;Выставочная;NEVA TOWERS
MR Group;developer;https://www.cian.ru/sale/flat/283864406/;Москва;sale;flat;-1;-1;-1;202.0;103154;20837134;Филевский парк;;Фили;Фили Сити ЖК
Пионер;developer;https://www.cian.ru/sale/flat/283969773/;Москва;sale;flat;-1;-1;-1;202.0;79735;16106665;Марьина роща;Полковая;Савёловская;PRIDE
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/286944836/;Москва;sale;flat;4;6;1;76.6;2436031;186600000;Хамовники;3-й Обыденский переулок;;Обыденский №1
Absolute Premium;developer;https://www.cian.ru/sale/flat/286935013/;Москва;sale;flat;2;18;1;49.8;672108;33471000;Хамовники;;Воробьёвы горы;Коллекция Лужники ЖК
VESPER;developer;https://www.cian.ru/sale/flat/270237518/;Москва;sale;flat;-1;-1;-1;-1;-55777772;55777772;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
MR Group;developer;https://www.cian.ru/sale/flat/268828622/;Москва;sale;flat;-1;-1;-1;202.0;120310;24302700;Раменки;1-й Сетуньский проезд;Лужники;Hide
Forma;developer;https://www.cian.ru/sale/flat/280467174/;Москва;sale;flat;-1;-1;-1;202.0;140161;28312650;Пресненский;;Белорусская;Репаблик ЖК
MR Group;developer;https://www.cian.ru/sale/flat/285682608/;Москва;sale;flat;-1;-1;-1;1.0;25160002;25160002;Беговой;Северный ао;Белорусская;Слава ЖК
ASTERUS;developer;https://www.cian.ru/sale/flat/274202055/;Москва;sale;flat;-1;-1;-1;202.0;79815;16122800;Покровское-Стрешнево;;Спартак;Алиа ЖК
VOSHOD;developer;https://www.cian.ru/sale/flat/285674290/;Москва;sale;flat;-1;-1;-1;202.0;179134;36185160;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
GRAVION;developer;https://www.cian.ru/sale/flat/284824189/;Москва;sale;flat;2;9;1;53.17;1036122;55090638;Якиманка;Ленинский проспект;Октябрьская;CULT (Апартаменты премиум-класса)
MR Group;developer;https://www.cian.ru/sale/flat/271462103/;Москва;sale;flat;-1;-1;-1;202.0;91448;18472662;Савеловский;;Дмитровская;Симфония 34 ЖК
Пионер;developer;https://www.cian.ru/sale/flat/283250324/;Москва;sale;flat;5;11;1;55.8;763221;42587787;Даниловский;Дербеневская;Павелецкая;OPUS
Regions Development;developer;https://www.cian.ru/sale/flat/280854456/;Москва;sale;flat;5;17;1;45.85;423767;19429743;Преображенское;;Преображенская площадь;Преображенская Площадь ЖК
Место;real_estate_agent;https://www.cian.ru/sale/flat/286617137/;Москва;sale;flat;47;58;1;38.5;563636;21700000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Capital Group;developer;https://www.cian.ru/sale/flat/283760225/;Москва;sale;flat;12;18;1;48.3;1040000;50232000;Дорогомилово;;Киевская;Бадаевский ЖК
Донстрой;developer;https://www.cian.ru/sale/flat/286396033/;Москва;sale;flat;6;19;1;44.9;570300;25606470;Хорошево-Мневники;проезд Проектируемый № 1077;Терехово ;Остров
MR Group;developer;https://www.cian.ru/sale/flat/286945371/;Москва;sale;flat;-1;-1;-1;202.0;89118;18001920;Марьина роща;4-я Марьиной рощи;Марьина роща;Mod
Пионер;developer;https://www.cian.ru/sale/flat/279362241/;Москва;sale;flat;5;11;1;75.3;759212;57168738;Даниловский;Дербеневская;Павелецкая;OPUS
Пионер;developer;https://www.cian.ru/sale/flat/280755821/;Москва;sale;flat;16;24;1;50.2;660546;33159459;Даниловский;;Павелецкая;Хай Лайф ЖК
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/280834472/;Москва;sale;flat;5;8;1;57.0;1342000;76494000;Таганский;Большой Николоворобинский переулок;Китай-город;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/267782227/;Москва;sale;flat;5;7;1;69.9;1044964;73043000;Арбат;Поварская;Арбатская;De Luxe квартал апартаментов 
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/275923501/;Москва;sale;flat;3;6;1;59.96;942200;56494312;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
Regions Development;developer;https://www.cian.ru/sale/flat/287292284/;Москва;sale;flat;3;24;1;44.94;476113;21396534;Нагатинский затон;;Технопарк;Дрим Тауэрс ЖК
Forma;developer;https://www.cian.ru/sale/flat/283996738/;Москва;sale;flat;-1;-1;-1;202.0;88906;17959039;Аэропорт;Часовая;Красный Балтиец;SOUL
Capital Group;developer;https://www.cian.ru/sale/flat/282788169/;Москва;sale;flat;33;65;1;46.75;983957;46000000;Пресненский;Краснопресненская набережная;Выставочная;Capital Towers
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/267184580/;Москва;sale;flat;4;7;1;69.7;971520;67715000;Арбат;Поварская;Арбатская;De Luxe квартал апартаментов 
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281050891/;Москва;sale;flat;2;14;1;72.6;1826584;132610000;Якиманка;;Третьяковская;Лаврушинский ЖК
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/286530258/;Москва;sale;flat;5;14;1;61.97;919799;57000000;Хамовники;Усачева;Спортивная;Садовые кварталы
ОбменРФ - Брусника. Обмен;representative_developer;https://www.cian.ru/sale/flat/284339834/;Москва;sale;flat;9;17;1;35.0;277142;9700000;;;Прокшино;
Логос;developer;https://www.cian.ru/sale/flat/286010782/;Москва;sale;flat;11;13;1;39.9;553097;22068575;Даниловский;Подольское шоссе;Тульская;Logos
MR Group;developer;https://www.cian.ru/sale/flat/274969420/;Москва;sale;flat;13;27;1;38.8;534025;20720173;Даниловский;Дубининская;Серпуховская;Павелецкая сити
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/280986757/;Москва;sale;flat;17;41;1;40.4;618811;25000000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Valartis Group;developer;https://www.cian.ru/sale/flat/274789008/;Москва;sale;flat;6;8;1;75.6;860000;65016000;Арбат;Арбат;Арбатская;Turandot Residences
Valartis Group;developer;https://www.cian.ru/sale/flat/280871038/;Москва;sale;flat;2;5;1;72.9;999999;72900000;Арбат;Арбат;Смоленская;Artisan
COLDY;developer;https://www.cian.ru/sale/flat/287069912/;Москва;sale;flat;2;14;1;101.0;1586062;160192329;Хамовники;переулок 1-й Тружеников;Киевская;Хамовники 12
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281896677/;Москва;sale;flat;1;5;1;45.58;2115840;96440000;Тверской;;Площадь Революции;Ильинка 3/8 ЖК
Excellent real estate;real_estate_agent;https://www.cian.ru/sale/flat/281674268/;Москва;sale;flat;10;15;1;38.0;284210;10800000;Коптево;бульвар Матроса Железняка;Коптево;
Донстрой;developer;https://www.cian.ru/sale/flat/286396374/;Москва;sale;flat;2;12;1;71.9;679500;48856050;Раменки;Кинематографический кв-л;Мичуринский проспект;Река ЖК
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/285378586/;Москва;sale;flat;6;13;1;71.1;1012658;72000000;Хамовники;Усачева;Спортивная;Садовые кварталы
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/273591420/;Москва;sale;flat;5;20;1;36.9;544200;20080980;Даниловский;проспект Лихачева;Технопарк;Квартал на набережной NOW
MR Group;developer;https://www.cian.ru/sale/flat/283383779/;Москва;sale;flat;-1;-1;-1;202.0;54291;10966876;Западное Дегунино;Северный ао;Селигерская;Селигер Сити ЖК
Hutton Development;developer;https://www.cian.ru/sale/flat/282786879/;Москва;sale;flat;3;8;1;52.8;850000;44880000;Таганский;Славянская площадь;Китай-город;LUMIN
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/287094612/;Москва;sale;flat;11;27;1;45.2;381194;17230000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/281306257/;Москва;sale;flat;3;25;1;40.2;447999;18009600;Хорошевский;;Беговая;Авиатика ЖК
Forma;developer;https://www.cian.ru/sale/flat/272864206/;Москва;sale;flat;2;20;1;39.74;392037;15579590;Даниловский;Автозаводская;Тульская;FORST
Level Group;developer;https://www.cian.ru/sale/flat/286958124/;Москва;sale;flat;-1;-1;-1;202.0;78465;15850014;Хорошево-Мневники;Причальный проезд;Шелепиха;Level Причальный
OWNSTONE;real_estate_agent;https://www.cian.ru/sale/flat/286818579/;Москва;sale;flat;13;24;1;36.8;434510;15990000;Донской;;Тульская;Новоданиловская 8 ЖК
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/283655536/;Москва;sale;flat;16;21;1;48.0;602708;28930000;Раменки;Мосфильмовская;Раменки;Мосфильмовский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/286402225/;Москва;sale;flat;6;41;1;41.0;724390;29700000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
А101;developer;https://www.cian.ru/sale/flat/280245573/;Москва;sale;flat;8;10;1;33.2;271280;9006527;;;Улица Горчакова;Дзен-кварталы ЖК
Level Group;developer;https://www.cian.ru/sale/flat/286789009/;Москва;sale;flat;-1;-1;-1;202.0;66435;13419897;Нагатино-Садовники;Нагатинская набережная;Нагатинская;Level Нагатинская
Level Group;developer;https://www.cian.ru/sale/flat/284889985/;Москва;sale;flat;24;24;1;33.2;348463;11568981;Печатники;;Кожуховская;Левел Южнопортовая ЖК
ID 74438895;realtor;https://www.cian.ru/sale/flat/287257962/;Москва;sale;flat;20;34;1;30.6;434640;13300000;Обручевский;Обручева;Калужская;Ever
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/284832180/;Москва;sale;flat;8;15;1;37.1;316200;11731020;Головинский;Михалковская;Коптево;Михалковский
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/286919694/;Москва;sale;flat;13;27;1;45.3;420700;19057710;Даниловский;;Павелецкая;Era
ТПУ Рассказовка;representative_developer;https://www.cian.ru/sale/flat/286890854/;Москва;sale;flat;3;35;1;37.9;464402;17600873;Левобережный;Фестивальная;Беломорская;Фестиваль парк-2
Ключи;real_estate_agent;https://www.cian.ru/sale/flat/286203355/;Москва;sale;flat;4;9;1;32.0;359375;11500000;Пресненский;Причальный проезд;Шелепиха;
Эльвира Чижикова;realtor;https://www.cian.ru/sale/flat/286844698/;Москва;sale;flat;5;9;1;34.0;395588;13450000;Зюзино;Малая Юшуньская;Каховская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/280126630/;Москва;sale;flat;4;19;1;43.6;358000;15608800;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/286924814/;Москва;sale;flat;24;34;1;30.6;470700;14403420;Обручевский;Обручева;Воронцовская;Ever
А101;developer;https://www.cian.ru/sale/flat/273051751/;Москва;sale;flat;6;15;1;37.2;267977;9968779;;;Прокшино;
Группа Родина;developer;https://www.cian.ru/sale/flat/285606699/;Москва;sale;flat;4;21;1;47.2;447237;21109600;Ростокино;Сельскохозяйственная;Ботанический сад;СОЮЗ
А101;developer;https://www.cian.ru/sale/flat/273050168/;Москва;sale;flat;2;15;1;36.3;324487;11778904;;;Прокшино;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/276319755/;Москва;sale;flat;27;27;1;34.9;358000;12494200;Щукино;Берзарина;Карамышевская;Октябрьское поле
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751118/;Москва;sale;flat;2;3;1;33.4;280000;9352000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Level Group;developer;https://www.cian.ru/sale/flat/284889346/;Москва;sale;flat;14;24;1;39.4;269343;10612121;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
COLDY;developer;https://www.cian.ru/sale/flat/279636993/;Москва;sale;flat;5;21;1;30.09;286000;8605740;Нижегородский;;Калитники;Н'айс Лофт ЖК
КОРТРОС;developer;https://www.cian.ru/sale/flat/285484894/;Москва;sale;flat;15;32;1;29.93;584697;17500000;Пресненский;Шмитовский проезд;Шелепиха;Headliner
КРОСТ;developer;https://www.cian.ru/sale/flat/276754512/;Москва;sale;flat;11;21;1;45.2;356000;16091200;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold
Константин Кудрявцев;realtor;https://www.cian.ru/sale/flat/283849683/;Москва;sale;flat;1;5;1;12.0;291666;3500000;Текстильщики;Шкулева;Волжская;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/287070684/;Москва;sale;flat;4;9;1;31.5;365079;11500000;Пресненский;Причальный проезд;Шелепиха;
Ташир;developer;https://www.cian.ru/sale/flat/264100689/;Москва;sale;flat;30;32;1;43.5;492000;21402000;Черемушки;Херсонская;Калужская;ONYX Deluxe
ФСК;developer;https://www.cian.ru/sale/flat/270815718/;Москва;sale;flat;-1;-1;-1;202.0;103679;20943200;Обручевский;;Калужская;Архитектор ЖК
КРОСТ;developer;https://www.cian.ru/sale/flat/283267837/;Москва;sale;flat;15;19;1;40.5;418000;16929000;Щукино;Расплетина;Октябрьское поле;Театральный квартал
Абсолют Недвижимость;representative_developer;https://www.cian.ru/sale/flat/285445279/;Москва;sale;flat;15;23;1;38.5;249374;9600914;Некрасовка;Недорубова;Некрасовка;Квартал Некрасовка
Optima Development;developer;https://www.cian.ru/sale/flat/284510511/;Москва;sale;flat;10;41;1;40.5;614250;24877125;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
КОРТРОС;developer;https://www.cian.ru/sale/flat/283481982/;Москва;sale;flat;12;34;1;46.0;358695;16500000;Останкинский;Годовикова;Алексеевская;iLove
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/274839833/;Москва;sale;flat;10;17;1;21.3;326291;6950000;;;Саларьево;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/286193432/;Москва;sale;flat;24;24;1;32.0;703125;22500000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
Группа Эталон;developer;https://www.cian.ru/sale/flat/284038238/;Москва;sale;flat;3;14;1;40.3;376587;15176480;Даниловский;;Технопарк;Шагал ЖК
ФСК;developer;https://www.cian.ru/sale/flat/286780984/;Москва;sale;flat;-1;-1;-1;202.0;61940;12512022;Покровское-Стрешнево;Строительный проезд;Тушинская;Sky Garden
ФСК;developer;https://www.cian.ru/sale/flat/279103179/;Москва;sale;flat;-1;-1;-1;202.0;46877;9469337;;;Тропарёво;
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/286447349/;Москва;sale;flat;2;28;1;40.47;420805;17030000;Марфино;Академика Королева;Бутырская;Дом Достижение
Level Group;developer;https://www.cian.ru/sale/flat/286557668/;Москва;sale;flat;7;21;1;35.6;449821;16013630;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская
КРОСТ;developer;https://www.cian.ru/sale/flat/286830595/;Москва;sale;flat;15;28;1;39.3;386000;15169800;Хорошево-Мневники;Генерала Глаголева;Карамышевская;Crystal
А101;developer;https://www.cian.ru/sale/flat/273050329/;Москва;sale;flat;3;14;1;35.1;271684;9536109;;;Ольховая;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/287088210/;Москва;sale;flat;1;12;1;52.6;228965;12043588;;;Рассказовка;
МИЦ;developer;https://www.cian.ru/sale/flat/286217706/;Москва;sale;flat;2;17;1;32.7;290800;9509160;Печатники;Шоссейная;Перерва;Графика на воде
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/281850036/;Москва;sale;flat;3;9;1;38.5;227000;8739500;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
Glincom;developer;https://www.cian.ru/sale/flat/270246372/;Москва;sale;flat;1;8;1;37.3;413573;15426300;Савеловский;Верхняя Масловка;Петровский Парк;Verdi
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/282775587/;Москва;sale;flat;2;14;1;41.2;184100;7584920;;;Ольховая;
Основа;developer;https://www.cian.ru/sale/flat/286250310/;Москва;sale;flat;-1;-1;-1;-1;-15869056;15869056;Фили-Давыдково;Ивана Франко;Кунцевская;MainStreet
Основа;developer;https://www.cian.ru/sale/flat/286886182/;Москва;sale;flat;7;31;1;42.18;384068;16200000;Марфино;;Балтийская;Вери ЖК
Д-Инвест;developer;https://www.cian.ru/sale/flat/273659973/;Москва;sale;flat;8;17;1;32.8;285000;9348000;Останкинский;;Ботанический сад;Легендарный квартал ЖК
Звездный;developer;https://www.cian.ru/sale/flat/284793741/;Москва;sale;flat;6;22;1;48.6;424055;20609073;Останкинский;проспект Мира;ВДНХ;Сенатор
МССЗ;representative_developer;https://www.cian.ru/sale/flat/286067702/;Москва;sale;flat;4;19;1;37.0;434473;16075501;Нагатинский затон;;Коломенская;Ривер Парк ЖК
А101;developer;https://www.cian.ru/sale/flat/277903863/;Москва;sale;flat;15;16;1;35.9;245784;8823655;;;Бунинская аллея;
Prime Life Development;developer;https://www.cian.ru/sale/flat/283746543/;Москва;sale;flat;11;25;1;39.69;427526;16968545;Нагатино-Садовники;Нагатинская;Нагатинская;1-й Нагатинский
Группа Эталон;developer;https://www.cian.ru/sale/flat/285077428/;Москва;sale;flat;5;35;1;39.6;402128;15924295;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/284961268/;Москва;sale;flat;8;14;1;40.5;227654;9220000;;;Ольховая;
St Michael;developer;https://www.cian.ru/sale/flat/282823702/;Москва;sale;flat;17;21;1;35.58;520310;18512640;Хорошевский;Зорге;Зорге;Зорге 9
MR Group;developer;https://www.cian.ru/sale/flat/285041123/;Москва;sale;flat;-1;-1;-1;202.0;84854;17140519;Покровское-Стрешнево;Северо-Западный ао;Трикотажная;Сити Бэй ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/287089945/;Москва;sale;flat;17;20;1;40.2;222197;8932336;;;Рассказовка;
А101;developer;https://www.cian.ru/sale/flat/274078614/;Москва;sale;flat;10;30;1;38.5;270220;10403502;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
МИЦ;developer;https://www.cian.ru/sale/flat/286215977/;Москва;sale;flat;-1;-1;-1;202.0;40711;8223705;Митино;Пятницкое шоссе;Пятницкое шоссе;Сити-комплекс Перец
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/284661116/;Москва;sale;flat;5;9;1;27.7;355595;9850000;Фили-Давыдково;Ивана Франко;Кунцевская;MainStreet
МИЦ;developer;https://www.cian.ru/sale/flat/286214775/;Москва;sale;flat;-1;-1;-1;-1;-13534090;13534090;Хорошевский;1-я Магистральная;Хорошёвская;Сити-комплекс Мята
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/286029882/;Москва;sale;flat;8;14;1;31.5;257796;8120574;;;Ольховая;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/281348053/;Москва;sale;flat;18;22;1;46.0;652173;30000000;Тимирязевский;Ивановская;Тимирязевская;
МИЦ;developer;https://www.cian.ru/sale/flat/286510025/;Москва;sale;flat;-1;-1;-1;202.0;27236;5501869;;;Филатов Луг;
ID 33082500;homeowner;https://www.cian.ru/sale/flat/287241388/;Москва;sale;flat;2;17;1;37.8;216931;8200000;Некрасовка;Рождественская;Некрасовка;
МИЦ;developer;https://www.cian.ru/sale/flat/287093750/;Москва;sale;flat;-1;-1;-1;202.0;27249;5504451;;;Филатов Луг;
ID 101100013;unknown;https://www.cian.ru/sale/flat/285092480/;Москва;sale;flat;9;10;1;35.25;197163;6950000;Дмитровский;Дмитровское шоссе;Яхромская;Город daily
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/279260508/;Москва;sale;flat;25;32;1;41.4;338164;14000000;Южнопортовый;;Волгоградский проспект;Метрополия ЖК
МГСН-Проспект Мира;real_estate_agent;https://www.cian.ru/sale/flat/286477245/;Москва;sale;flat;11;21;1;38.0;355263;13500000;Академический;Дмитрия Ульянова;Академическая;
МГСН-Проспект Мира;real_estate_agent;https://www.cian.ru/sale/flat/286473396/;Москва;sale;flat;6;19;1;39.0;344871;13450000;Академический;Дмитрия Ульянова;Академическая;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/286565580/;Москва;sale;flat;13;44;1;39.1;447570;17500000;Хорошево-Мневники;;Хорошёво;Сидней Сити ЖК
Бест-Пресня;real_estate_agent;https://www.cian.ru/sale/flat/287197597/;Москва;sale;flat;9;12;1;36.0;238888;8600000;Перово;Лазо;Перово;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/286057788/;Москва;sale;flat;22;23;1;46.0;229347;10549999;;;Рассказовка;
Бест-Пресня;real_estate_agent;https://www.cian.ru/sale/flat/285752700/;Москва;sale;flat;7;9;1;35.0;255714;8950000;Северное Медведково;Грекова;Медведково;
Бест офис на Таганской;real_estate_agent;https://www.cian.ru/sale/flat/286897829/;Москва;sale;flat;4;5;1;15.6;480769;7500000;Останкинский;проезд Ольминского;Алексеевская;
ID 100094464;homeowner;https://www.cian.ru/sale/flat/283950472/;Москва;sale;flat;5;23;1;31.7;260252;8250000;Некрасовка;Маресьева;Некрасовка;Квартал Некрасовка
ID 101484603;unknown;https://www.cian.ru/sale/flat/286147241/;Москва;sale;flat;16;17;1;39.0;346128;13499000;Хорошево-Мневники;Демьяна Бедного;Карамышевская;
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/280277176/;Москва;sale;flat;2;25;1;38.5;215349;8290950;Некрасовка;Липчанского;Некрасовка;Некрасовка
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/280277589/;Москва;sale;flat;5;25;1;38.5;219749;8460350;Некрасовка;Липчанского;Некрасовка;Некрасовка
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/280277343/;Москва;sale;flat;18;25;1;39.9;228826;9130180;Некрасовка;Липчанского;Некрасовка;Некрасовка
Денис Каргин;realtor;https://www.cian.ru/sale/flat/286503325/;Москва;sale;flat;2;3;1;21.1;239336;5049999;Головинский;Солнечногорский проезд;Селигерская;
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/286398211/;Москва;sale;flat;20;58;1;37.5;554666;20800000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/283442407/;Москва;sale;flat;9;48;1;42.9;431235;18500000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/281435777/;Москва;sale;flat;27;48;1;29.0;551724;16000000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/279825134/;Москва;sale;flat;15;21;1;46.4;269396;12500000;Черемушки;Нахимовский проспект;Зюзино;Апарт-комплекс Нахимов
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/285911726/;Москва;sale;flat;3;55;1;34.34;385425;13235500;Марьина роща;4-я Марьиной рощи;Марьина Роща;Mod
ID 80301916;realtor;https://www.cian.ru/sale/flat/281197532/;Москва;sale;flat;1;5;1;23.1;166233;3840000;Богородское;Ивантеевская;Бульвар Рокоссовского;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/272908735/;Москва;sale;flat;1;5;1;23.0;169565;3900000;Богородское;Ивантеевская;Бульвар Рокоссовского;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/282788996/;Москва;sale;flat;9;58;1;32.0;453125;14500000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/283818505/;Москва;sale;flat;27;48;1;42.0;392857;16500000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/274840255/;Москва;sale;flat;17;22;1;34.0;382352;13000000;Ярославский;Красная Сосна;ВДНХ;Настроение
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/281463806/;Москва;sale;flat;2;5;1;14.8;401351;5940000;Богородское;Ивантеевская;Бульвар Рокоссовского;
ID 80301916;realtor;https://www.cian.ru/sale/flat/279837711/;Москва;sale;flat;3;5;1;15.5;383225;5940000;Богородское;Ивантеевская;Бульвар Рокоссовского;
Бест-Пресня;real_estate_agent;https://www.cian.ru/sale/flat/285069583/;Москва;sale;flat;1;9;1;32.0;240625;7700000;Бескудниковский;Бескудниковский бульвар;Верхние Лихоборы;
Бест-Пресня;real_estate_agent;https://www.cian.ru/sale/flat/286464146/;Москва;sale;flat;3;9;1;32.5;253846;8250000;Тимирязевский;Дмитровское шоссе;Окружная;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/286723389/;Москва;sale;flat;2;16;1;38.6;279792;10800000;Пресненский;Антонова-Овсеенко;Деловой центр;
ID 66033005;unknown;https://www.cian.ru/sale/flat/285363177/;Москва;sale;flat;12;14;1;37.6;335106;12600000;Солнцево;Боровское шоссе;Говорово;Мещерский лес
MR Group;developer;https://www.cian.ru/sale/flat/286392412/;Москва;sale;flat;-1;-1;-1;202.0;47991;9694251;Южнопортовый;Волгоградский проспект;Угрешская;Метрополия
Донстрой;developer;https://www.cian.ru/sale/flat/286133829/;Москва;sale;flat;14;41;1;42.4;464905;19712000;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
МИЦ;developer;https://www.cian.ru/sale/flat/286214613/;Москва;sale;flat;-1;-1;-1;202.0;70623;14265900;Хорошево-Мневники;3-я Хорошевская;Карамышевская;Вереск
MR Group;developer;https://www.cian.ru/sale/flat/286352614/;Москва;sale;flat;-1;-1;-1;202.0;72362;14617245;Савеловский;2-я Хуторская;Дмитровская;SYMPHONY 34
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/281398710/;Москва;sale;flat;41;53;1;33.9;427728;14500000;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Towers
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285444379/;Москва;sale;flat;10;20;1;33.6;241497;8114319;;;Рассказовка;
КРОСТ;developer;https://www.cian.ru/sale/flat/278559508/;Москва;sale;flat;3;21;1;59.1;251000;14834100;Хорошево-Мневники;Народного Ополчения;Народное Ополчение;Wellton Gold
Группа Родина;developer;https://www.cian.ru/sale/flat/285606696/;Москва;sale;flat;3;21;1;43.4;469608;20381000;Ростокино;Сельскохозяйственная;Ботанический сад;СОЮЗ
Valartis Group;developer;https://www.cian.ru/sale/flat/280427152/;Москва;sale;flat;4;5;1;104.7;720000;75384000;Арбат;Арбат;Смоленская;Artisan
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/280644678/;Москва;sale;flat;5;9;1;50.9;420000;21378000;Кунцево;Академика Павлова;Крылатское;TWICE
VSN Realty;representative_developer;https://www.cian.ru/sale/flat/267674732/;Москва;sale;flat;15;19;1;42.9;323842;13892860;Богородское;3-я Гражданская;Бульвар Рокоссовского;SELF
3S Group;developer;https://www.cian.ru/sale/flat/286088813/;Москва;sale;flat;24;29;1;34.48;329042;11345400;Богородское;Открытое шоссе;Бульвар Рокоссовского;Талисман на Рокоссовского
